name,url,remote_support,adaptive_support,description,job_levels,languages,duration_minutes,test_type
Microsoft Excel 365 (New),https://www.shl.com/products/product-catalog/view/microsoft-excel-365-new/,Yes,No,"Microsoft Excel 365 (New) Description The Microsoft Excel 365 simulation evaluates ability to perform certain operations in a simulated environment of MS Excel, and includes the following topics: Applying Formulas and Functions, Creating and Analyzing Data, Formatting Cells, Data, and Content, Managing Workbooks and Worksheets, Presenting Data Visually, Printing and Views, and Sharing, Maintaining, and Securing Workbooks. Job levels Entry-Level, Languages English (USA), Assessment length Approximate Completion Time in minutes = 35 Test Type: K S","['Entry-Level', '']","['English (USA)', '']",35,"['K', 'S']"
Microsoft Outlook 2013 (adaptive),https://www.shl.com/products/product-catalog/view/microsoft-outlook-2013-adaptive/,Yes,Yes,"Microsoft Outlook 2013 (adaptive) Description The Microsoft Outlook 2013 (adaptive) test measures knowledge of Microsoft Outlook 2013. Designed for professionals, this test includes the following topics: Application Management, Contacts and Address Books, Mail Management, Messages and Message Organization, Notes, Printing, Schedules and Calendars, Security, and Tasks. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 25 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",25,['K']
Microsoft PowerPoint 365 - Essentials (New),https://www.shl.com/products/product-catalog/view/microsoft-powerpoint-365-essentials-new/,Yes,No,"Microsoft PowerPoint 365 - Essentials (New) Description The Microsoft PowerPoint 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft PowerPoint, and includes the following topics: Applying Transitions and Animations, Creating, Managing, and Saving Presentations, Formatting Presentation Content, Reviewing, Collaborating, and Delivering Presentations, and Working with Multimedia Elements, Images, and Illustrations. Job levels Entry-Level, Languages English (USA), Assessment length Approximate Completion Time in minutes = 25 Test Type: K S","['Entry-Level', '']","['English (USA)', '']",25,"['K', 'S']"
Microsoft SQL Server 2014 Programming,https://www.shl.com/products/product-catalog/view/microsoft-sql-server-2014-programming/,Yes,Yes,"Microsoft SQL Server 2014 Programming Description The Microsoft SQL Server 2014 Programming test measures knowledge of Microsoft Structure Query Language (SQL) Server 2014 Programming. Designed for experienced database programmers, this test covers the following topics: Beyond Relational, Control Flow, Data Types and NULL, Database Design, Developer Tools, Modifying Data, Running Queries, and Writing Queries. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 35 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",35,['K']
Microsoft Windows Server 2012 Administration,https://www.shl.com/products/product-catalog/view/microsoft-windows-server-2012-administration/,Yes,Yes,"Microsoft Windows Server 2012 Administration Description The Microsoft Windows Server 2012 Administration test measures knowledge of Windows Server Administration. Designed for experienced Network Administrators, this test includes the following topics: Active Directory, Administrative Tasks, Computer Properties, Configuration and Management, Design and Installation, Local Security Policy, Networking, Security, and Server Management. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 35 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",35,['K']
Microsoft Word 365 - Essentials (New),https://www.shl.com/products/product-catalog/view/microsoft-word-365-essentials-new/,Yes,No,"Microsoft Word 365 - Essentials (New) Description The Microsoft Word 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following topics: Applying Illustrations and Graphics, Applying Page Layout, Creating Content, Creating, Printing, and Saving Documents, Formatting Content, Proofreading Documents and Reviewing, Maintaining, and Securing Documents. Job levels Entry-Level, Languages English (USA), Assessment length Approximate Completion Time in minutes = 25 Test Type: K S","['Entry-Level', '']","['English (USA)', '']",25,"['K', 'S']"
Microsoft Word 365 (New),https://www.shl.com/products/product-catalog/view/microsoft-word-365-new/,Yes,No,"Microsoft Word 365 (New) Description The Microsoft Word 365 simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following topics: Applying Illustrations and Graphics, Applying Page Layout, Creating Content, Creating, Printing, and Saving Documents, Formatting Content, Proofreading Documents and Reviewing, Maintaining, and Securing Documents. Job levels Entry-Level, Languages English (USA), Assessment length Approximate Completion Time in minutes = 35 Test Type: S K","['Entry-Level', '']","['English (USA)', '']",35,"['S', 'K']"
Mineral Engineering (New),https://www.shl.com/products/product-catalog/view/mineral-engineering-new/,Yes,No,"Mineral Engineering (New) Description Multi-choice test that measures the knowledge of comminution and classification, physical separation process, particle technology, metallurgical thermodynamics, mineralogy, petrology and stratigraphy. Job levels Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 12 Test Type: K","['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', '']","['English (USA)', '']",12,['K']
Mining Engineering (New),https://www.shl.com/products/product-catalog/view/mining-engineering-new/,Yes,No,"Mining Engineering (New) Description Multi-choice test that measures the knowledge of mining methods, mineral processing, mining machinery, mineralogy, petrology and stratigraphy. Job levels Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 16 Test Type: K","['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', '']","['English (USA)', '']",16,['K']
Mobility (New),https://www.shl.com/products/product-catalog/view/mobility-new/,Yes,No,,,,,[]
Molecular Biology (New),https://www.shl.com/products/product-catalog/view/molecular-biology-new/,Yes,No,,,,,[]
MongoDB (New),https://www.shl.com/products/product-catalog/view/mongodb-new/,Yes,No,"MongoDB (New) Description Multi-choice test that measures the conceptual knowledge of MongoDB like sharding, replication, indexing, security and storage. It also checks the knowledge of MongoDB queries and data models. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 7 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",7,['K']
Motivation Questionnaire MQM5,https://www.shl.com/products/product-catalog/view/motivation-questionnaire-mqm5/,Yes,No,"Motivation Questionnaire MQM5 Description By understanding what motivates their staff, managers can unlock each individual’s full potential and direct their energies more constructively. This questionnaire measures 18 dimensions of an individual’s motivation, and provides a comprehensive understanding of those situations which increase and reduce their motivation. Job levels Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Languages Latin American Spanish, Portuguese (Brazil), Latvian, Danish, Indonesian, Swedish, Turkish, Portuguese, French (Canada), Japanese, Chinese Traditional, Flemish, French (Belgium), Spanish, Finnish, French, German, Greek, Italian, Polish, Romanian, Russian, English International, English (USA), Chinese Simplified, Dutch, Hungarian, Norwegian, Czech, Slovak, English (Australia), Arabic, Korean, Assessment length Approximate Completion Time in minutes = Untimed, approx. 25 Test Type: P","['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', '']","['Latin American Spanish', 'Portuguese (Brazil)', 'Latvian', 'Danish', 'Indonesian', 'Swedish', 'Turkish', 'Portuguese', 'French (Canada)', 'Japanese', 'Chinese Traditional', 'Flemish', 'French (Belgium)', 'Spanish', 'Finnish', 'French', 'German', 'Greek', 'Italian', 'Polish', 'Romanian', 'Russian', 'English International', 'English (USA)', 'Chinese Simplified', 'Dutch', 'Hungarian', 'Norwegian', 'Czech', 'Slovak', 'English (Australia)', 'Arabic', 'Korean', '']",Untimed,['P']
MQ Candidate Motivation Report,https://www.shl.com/products/product-catalog/view/mq-candidate-motivation-report/,Yes,No,"MQ Candidate Motivation Report Description The Candidate Motivation Report is designed as a feedback report for the individual. It provides an in-depth and easy-to-understand evaluation of an individuals motivators and demotivators at work. Job levels Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Languages English International, English (USA), Chinese Simplified, Test Type: P","['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', '']","['English International', 'English (USA)', 'Chinese Simplified', '']",,['P']
MQ Employee Motivation Report,https://www.shl.com/products/product-catalog/view/mq-employee-motivation-report/,Yes,No,"MQ Employee Motivation Report Description The MQ Employee Motivation Report is ideal for use by line managers and those concerned with employee’s performance and well being, the Employee Motivation Report provides an in-depth and easy-to-understand evaluation of what motivates and de-motivates someone. It also offers a comprehensive list of tips and suggestions for managing the employee’s strongest motivators and demotivators. Job levels Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Languages Chinese Simplified, English International, English (USA), Test Type: P","['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', '']","['Chinese Simplified', 'English International', 'English (USA)', '']",,['P']
MQ Motivation Report Pack,https://www.shl.com/products/product-catalog/view/mq-motivation-report-pack/,Yes,No,"MQ Motivation Report Pack Description The MQ Report pack consists of the Profile Chart, Employee Motivation Report and the Candidate Report and is a cost effective way of ensuring that your organisation takes a comprehensive approach to understanding what motivates its employees. Job levels General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager, Languages Chinese Simplified, English International, English (USA), Test Type: P","['General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', 'Director', 'Entry-Level', 'Executive', 'Front Line Manager', '']","['Chinese Simplified', 'English International', 'English (USA)', '']",,['P']
MQ Profile,https://www.shl.com/products/product-catalog/view/mq-profile/,Yes,No,"MQ Profile Description The profile chart is the Sten score graphical output of the MQ. It clearly shows the individual’s motivational drivers compared to the selected norm group as well as highlighting any unique scores. Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example. Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms. Job levels Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Languages Flemish, French (Belgium), Spanish, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Italian, Norwegian, Polish, Portuguese, Russian, Swedish, English International, English (USA), Romanian, Indonesian, Turkish, Chinese Simplified, Hungarian, Test Type: P","['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', '']","['Flemish', 'French (Belgium)', 'Spanish', 'Danish', 'Dutch', 'Finnish', 'French (Canada)', 'French', 'German', 'Greek', 'Italian', 'Norwegian', 'Polish', 'Portuguese', 'Russian', 'Swedish', 'English International', 'English (USA)', 'Romanian', 'Indonesian', 'Turkish', 'Chinese Simplified', 'Hungarian', '']",,['P']
MS Access (New),https://www.shl.com/products/product-catalog/view/ms-access-new/,Yes,No,"MS Access (New) Description Multi-choice test that measures the knowledge and basic understanding of MS Access programming. Job levels Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 7 Test Type: K","['Entry-Level', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', '']","['English (USA)', '']",7,['K']
MS Excel (New),https://www.shl.com/products/product-catalog/view/ms-excel-new/,Yes,No,,,,,[]
MS Office Basic Computer Literacy (New),https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-new/,Yes,No,,,,,[]
MS Office Basic Computer Literacy (Sim) (New),https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/,Yes,No,"MS Office Basic Computer Literacy (Sim) (New) Description Simulation based test that measures the ability to use basic computer operations, browser navigation, MS office and email. Job levels Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 5 Test Type: S","['Entry-Level', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', '']","['English (USA)', '']",5,['S']
MS PowerPoint (New),https://www.shl.com/products/product-catalog/view/ms-powerpoint-new/,Yes,No,,,,,[]
MS Word (New),https://www.shl.com/products/product-catalog/view/ms-word-new/,Yes,No,"MS Word (New) Description Multi-choice test that measures the ability to use MS Word to record and save textual information. Job levels Professional Individual Contributor, Supervisor, Mid-Professional, Entry-Level, Graduate, Manager, Languages Spanish, French, Portuguese (Brazil), English (USA), Assessment length Approximate Completion Time in minutes = 4 Test Type: K","['Professional Individual Contributor', 'Supervisor', 'Mid-Professional', 'Entry-Level', 'Graduate', 'Manager', '']","['Spanish', 'French', 'Portuguese (Brazil)', 'English (USA)', '']",4,['K']
MuleSoft Development (New),https://www.shl.com/products/product-catalog/view/mulesoft-development-new/,Yes,No,"MuleSoft Development (New) Description Multi-choice test that measures the knowledge of MuleSoft basic concepts, APIs and web services, Mule flow and scope, connectors and deployment. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 17 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",17,['K']
Multitasking Ability,https://www.shl.com/products/product-catalog/view/multitasking-ability/,Yes,No,"Multitasking Ability Description The Multitasking Ability assessment is a measure of one’s ability to adeptly work on more than one task simultaneously, while maintaining efficiency and effectiveness when interrupted or switching between tasks. This test is a face-valid, split-screen simulation that is designed to assess multitasking ability. It captures the dynamic nature of the working environment by presenting the candidate with multiple types of items in a timed format. Candidates will be required to complete problem-solving items that are presented on one side of the screen, while at the same time attending to emails that are presented within an email inbox on the other side of the screen. Job levels Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 20 Test Type: A K S","['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",20,"['A', 'K', 'S']"
Networking and Implementation (New),https://www.shl.com/products/product-catalog/view/networking-and-implementation-new/,Yes,No,"Networking and Implementation (New) Description Multi-choice test that measures the knowledge of networking devices, protocols, reference models, routing and implementation of networks. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 7 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",7,['K']
Node.js (New),https://www.shl.com/products/product-catalog/view/node-js-new/,Yes,No,"Node.js (New) Description Multi-choice test that measures the basic knowledge of Node.js such as events, streams, file system, error handling, concurrency, DB handling and express framework. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 9 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",9,['K']
Nursing (New),https://www.shl.com/products/product-catalog/view/nursing-new/,Yes,No,"Nursing (New) Description Multi-choice test that measures the knowledge of carrying out various nursing tasks. Job levels Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 11 Test Type: K","['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', '']","['English (USA)', '']",11,['K']
Occupational Personality Questionnaire OPQ32r,https://www.shl.com/products/product-catalog/view/occupational-personality-questionnaire-opq32r/,Yes,No,,,,,[]
Operations Management (New),https://www.shl.com/products/product-catalog/view/operations-management-new/,Yes,No,"Operations Management (New) Description Multi-choice test that measures the knowledge of planning, product design and development, quality management and supply chain management. Job levels Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 7 Test Type: K","['Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', '']","['English (USA)', '']",7,['K']
OPQ Candidate Plus Report,https://www.shl.com/products/product-catalog/view/opq-candidate-plus-report/,Yes,No,"OPQ Candidate Plus Report Description A brief narrative OPQ (Occupational Personality Questionnaire) report designed to be given to the individual who completed the OPQ. Job levels Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Languages Finnish, English International, Test Type: P","['Director', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', '']","['Finnish', 'English International', '']",,['P']
OPQ Candidate Report 2.0,https://www.shl.com/products/product-catalog/view/opq-candidate-report-2-0/,Yes,No,OPQ Candidate Report 2.0 Description A brief narrative OPQ (Occupational Personality Questionnaire) report structure around 3 OPQ profile sections which can be given to candidates to keep after a feedback session Test Type: P,,,,['P']
OPQ Emotional Intelligence Report,https://www.shl.com/products/product-catalog/view/opq-emotional-intelligence-report/,Yes,No,"OPQ Emotional Intelligence Report Description This OPQ (Occupational Personality Questionnaire) report explores how a person manages feelings and relationships with other people. It is intended for use in a development setting. Job levels Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Languages Portuguese (Brazil), Danish, Dutch, Finnish, French (Canada), French, Latin American Spanish, Portuguese, Swedish, English International, English (USA), Test Type: P","['Director', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', '']","['Portuguese (Brazil)', 'Danish', 'Dutch', 'Finnish', 'French (Canada)', 'French', 'Latin American Spanish', 'Portuguese', 'Swedish', 'English International', 'English (USA)', '']",,['P']
OPQ Leadership Report,https://www.shl.com/products/product-catalog/view/opq-leadership-report/,Yes,No,"OPQ Leadership Report Description This OPQ (Occupational Personality Questionnaire) report provides a detailed analysis of an individual's leadership potential. It is based on SHL's leading edge Leadership Model, providing a competency based approach to leadership. Job levels Director, Executive, Manager, Mid-Professional, Professional Individual Contributor, Languages Dutch, English International, English (USA), Romanian, Portuguese, French, German, Swedish, Chinese Simplified, Portuguese (Brazil), Japanese, Polish, Russian, Latin American Spanish, Test Type: P","['Director', 'Executive', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', '']","['Dutch', 'English International', 'English (USA)', 'Romanian', 'Portuguese', 'French', 'German', 'Swedish', 'Chinese Simplified', 'Portuguese (Brazil)', 'Japanese', 'Polish', 'Russian', 'Latin American Spanish', '']",,['P']
OPQ Manager Plus Report,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report/,Yes,No,"OPQ Manager Plus Report Description This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers. It uses clear succinct bullets and tables for ease of interpretation. It provide simple comments on each of the personality traits. Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example. Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms. Job levels Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor, Languages Romanian, Czech, Serbian, Portuguese (Brazil), Spanish, Chinese Traditional, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Portuguese, Russian, Chinese Simplified, Swedish, Thai, Turkish, English International, English (USA), Test Type: P","['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', '']","['Romanian', 'Czech', 'Serbian', 'Portuguese (Brazil)', 'Spanish', 'Chinese Traditional', 'Danish', 'Dutch', 'Finnish', 'French (Canada)', 'French', 'German', 'Greek', 'Hungarian', 'Icelandic', 'Indonesian', 'Italian', 'Japanese', 'Korean', 'Latin American Spanish', 'Norwegian', 'Polish', 'Portuguese', 'Russian', 'Chinese Simplified', 'Swedish', 'Thai', 'Turkish', 'English International', 'English (USA)', '']",,['P']
OPQ Manager Plus Report 2.0,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report-2-0/,Yes,No,"OPQ Manager Plus Report 2.0 Description This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers. It uses clear succinct bullets and tables for ease of interpretation. It provides simple comments on each of the personality traits. Job levels Supervisor, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Director, Entry-Level, Test Type: P","['Supervisor', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Director', 'Entry-Level', '']",,,['P']
OPQ Maximising your Learning Report,https://www.shl.com/products/product-catalog/view/opq-maximising-your-learning-report/,Yes,No,"OPQ Maximising your Learning Report Description This OPQ (Occupational Personality Questionnaire) report is designed to help people get the most from their development. It summarises the preferred approach to learning across four dimensions. Job levels Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Languages Danish, Dutch, Portuguese, Swedish, English International, Test Type: P","['Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', 'Director', '']","['Danish', 'Dutch', 'Portuguese', 'Swedish', 'English International', '']",,['P']
OPQ MQ Sales Report,https://www.shl.com/products/product-catalog/view/opq-mq-sales-report/,Yes,No,"OPQ MQ Sales Report Description This OPQ (Occupational Personality Questionnaire) report provides a graphical and narrative summary of an individual's natural style that is critical to sales success. It can also, optionally, use input from the SHL Motivation Questionnaire (MQ) to add information about the sales motivators and drives of an individual. Note: updated versions of Turkish, Hungarian and Indonesian Sales Report were launched on 01 July 2013. Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example. Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms. Job levels Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Languages Portuguese (Brazil), Spanish, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Russian, Chinese Simplified, Swedish, Thai, Turkish, English International, English (USA), Chinese Traditional, Portuguese, Romanian, Test Type: P","['Director', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', '']","['Portuguese (Brazil)', 'Spanish', 'Danish', 'Dutch', 'Finnish', 'French (Canada)', 'French', 'German', 'Greek', 'Hungarian', 'Icelandic', 'Indonesian', 'Italian', 'Japanese', 'Korean', 'Latin American Spanish', 'Norwegian', 'Polish', 'Russian', 'Chinese Simplified', 'Swedish', 'Thai', 'Turkish', 'English International', 'English (USA)', 'Chinese Traditional', 'Portuguese', 'Romanian', '']",,['P']
OPQ Premium Plus Report,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report/,Yes,No,"OPQ Premium Plus Report Description This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report. Job levels Supervisor, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Director, Executive, Languages English International, Test Type: P","['Supervisor', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Director', 'Executive', '']","['English International', '']",,['P']
OPQ Premium Plus Report 2.0,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report-2-0/,Yes,No,"OPQ Premium Plus Report 2.0 Description This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report. Job levels Manager, Graduate, Mid-Professional, Professional Individual Contributor, Director, General Population, Entry-Level, Executive, Front Line Manager, Supervisor, Test Type: P","['Manager', 'Graduate', 'Mid-Professional', 'Professional Individual Contributor', 'Director', 'General Population', 'Entry-Level', 'Executive', 'Front Line Manager', 'Supervisor', '']",,,['P']
OPQ Profile Report,https://www.shl.com/products/product-catalog/view/opq-profile-report/,Yes,No,"OPQ Profile Report Description This is a graphical profile charts presenting results across the 32 OPQ scales. It is designed to be interpreted by OPQ trained users only. Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example. Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms. Job levels Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Languages Arabic, Romanian, Slovak, Serbian, Chinese Simplified, Chinese Traditional, Danish, Flemish, Dutch, English International, Finnish, French (Belgium), French (Canada), French, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Norwegian, Polish, Portuguese (Brazil), Portuguese, Russian, Latin American Spanish, Spanish, Swedish, Thai, Turkish, English (USA), Czech, Estonian, Latvian, Lithuanian, Test Type: P","['Director', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', '']","['Arabic', 'Romanian', 'Slovak', 'Serbian', 'Chinese Simplified', 'Chinese Traditional', 'Danish', 'Flemish', 'Dutch', 'English International', 'Finnish', 'French (Belgium)', 'French (Canada)', 'French', 'German', 'Greek', 'Hungarian', 'Icelandic', 'Indonesian', 'Italian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese (Brazil)', 'Portuguese', 'Russian', 'Latin American Spanish', 'Spanish', 'Swedish', 'Thai', 'Turkish', 'English (USA)', 'Czech', 'Estonian', 'Latvian', 'Lithuanian', '']",,['P']
OPQ Team Impact Group Development Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-group-development-report/,Yes,No,"OPQ Team Impact Group Development Report Description These reports are based on the SHL Team Impact Model, which is focused on actual team processes. They are supported by clear and easy to understand graphics which do not require OPQ training. “IMPORTANT! Please note that for a sample report contact Managed Services"". Job levels Executive, Director, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Languages Danish, English International, Finnish, Dutch, Norwegian, Swedish, English (USA), Test Type: P","['Executive', 'Director', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', '']","['Danish', 'English International', 'Finnish', 'Dutch', 'Norwegian', 'Swedish', 'English (USA)', '']",,['P']
OPQ Team Impact Individual Development Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-individual-development-report/,Yes,No,"OPQ Team Impact Individual Development Report Description These reports are based on the SHL Team Impact Model, which is focused on actual team processes. They are supported by clear and easy to understand graphics which do not require OPQ training. Job levels Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Languages English International, Danish, Dutch, Finnish, Latin American Spanish, Norwegian, Swedish, English (USA), Test Type: P","['Director', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', '']","['English International', 'Danish', 'Dutch', 'Finnish', 'Latin American Spanish', 'Norwegian', 'Swedish', 'English (USA)', '']",,['P']
